Medication,Time,Indication,Outcome,Product
clozapine,Current,N/A,Decline,MOO Term
cognex,Current,N/A,Decline,MOO Term
combivir,Current,N/A,Decline,MOO Term
copaxone,Current,N/A,Decline,MOO Term
crixivan,Current,N/A,Decline,MOO Term
cyclosporine,Current,N/A,Decline,MOO Term
cytoxan,Current,N/A,Decline,MOO Term
digitek,Current,N/A,Decline,MOO Term
digoxin,Current,N/A,Decline,MOO Term
dobutamine hcl,Current,N/A,Decline,MOO Term
donepezil,Current,N/A,Decline,MOO Term
droxia,Current,N/A,Decline,MOO Term
eligard,Current,N/A,Decline,MOO Term
eliquis,Current,N/A,Decline,MOO Term
eminase,Current,N/A,Decline,MOO Term
enbrel,Current,N/A,Decline,MOO Term
epivir hbv,Current,N/A,Decline,MOO Term
ergoloid mesylates,Current,N/A,Decline,MOO Term
exelon,Current,N/A,Decline,MOO Term
femara,Current,N/A,Decline,MOO Term
floxuridine,Current,N/A,Decline,MOO Term
fluorouracil,Current,N/A,Decline,MOO Term
galantamine,Current,N/A,Decline,MOO Term
hydrobromide,Current,N/A,Decline,MOO Term
gammagard,Current,N/A,Decline,MOO Term
gamunex,Current,N/A,Decline,MOO Term
gengraf,Current,N/A,Decline,MOO Term
geodon,Current,N/A,Decline,MOO Term
haldol,Current,N/A,Decline,MOO Term
haloperidol,Current,N/A,Decline,MOO Term
hepsera,Current,N/A,Decline,MOO Term
humira,Current,N/A,Decline,MOO Term
hydrea,Current,N/A,Decline,MOO Term
hydroxyurea,Current,N/A,Decline,MOO Term
infergen,Current,N/A,Decline,MOO Term
invega,Current,N/A,Decline,MOO Term
invirase,Current,N/A,Decline,MOO Term
kalydeco,Current,N/A,Decline,MOO Term
lanoxin,Current,N/A,Decline,MOO Term
latuda,Current,N/A,Decline,MOO Term
leucovorin calcium,Current,N/A,Decline,MOO Term
lexiva,Current,N/A,Decline,MOO Term
limbitrol,Current,N/A,Decline,MOO Term
lithium,Current,N/A,Decline,MOO Term
megestrol acetate,Current,N/A,Decline,MOO Term
megace,Current,N/A,Decline,MOO Term
methadone,Current,N/A,Decline,MOO Term
methotrexate,Current,N/A,Decline,MOO Term
mitomycin,Current,N/A,Decline,MOO Term
morphine sulfate,Current,N/A,Decline,MOO Term
mycophenolate mofetil,Current,N/A,Decline,MOO Term
myfortic,Current,N/A,Decline,MOO Term
nabi-hb,Current,N/A,Decline,MOO Term
naloxone hcl,Current,N/A,Decline,MOO Term
naltrexone hcl,Current,N/A,Decline,MOO Term
namenda,Current,N/A,Decline,MOO Term
neupogen,Current,N/A,Decline,MOO Term
panretin,Current,N/A,Decline,MOO Term
pegasys,Current,N/A,Decline,MOO Term
peg-intron,Current,N/A,Decline,MOO Term
perphenazine,Current,N/A,Decline,MOO Term
pradaxa,Current,N/A,Decline,MOO Term
prograf,Current,N/A,Decline,MOO Term
ranexa,Current,N/A,Decline,MOO Term
razadyne,Current,N/A,Decline,MOO Term
rebif,Current,N/A,Decline,MOO Term
retrovir,Current,N/A,Decline,MOO Term
revia,Current,N/A,Decline,MOO Term
revlimid,Current,N/A,Decline,MOO Term
ribavirin,Current,N/A,Decline,MOO Term
risperdal,Current,N/A,Decline,MOO Term
rituxan,Current,N/A,Decline,MOO Term
sandimmune,Current,N/A,Decline,MOO Term
saphris,Current,N/A,Decline,MOO Term
seroquel,Current,N/A,Decline,MOO Term
serzone,Current,N/A,Decline,MOO Term
sinemet,Current,N/A,Decline,MOO Term
spiriva,Current,N/A,Decline,MOO Term
stalevo,Current,N/A,Decline,MOO Term
stribild,Current,N/A,Decline,MOO Term
suboxone,Current,N/A,Decline,MOO Term
sustiva,Current,N/A,Decline,MOO Term
symbyax,Current,N/A,Decline,MOO Term
tamoxifen,Current,N/A,Decline,MOO Term
targretin,Current,N/A,Decline,MOO Term
teslac,Current,N/A,Decline,MOO Term
truvada,Current,N/A,Decline,MOO Term
tysabri,Current,N/A,Decline,MOO Term
viracept,Current,N/A,Decline,MOO Term
viramune,Current,N/A,Decline,MOO Term
viread,Current,N/A,Decline,MOO Term
xarelto,Current,N/A,Decline,MOO Term
xeljanz,Current,N/A,Decline,MOO Term
zenapax,Current,N/A,Decline,MOO Term
zerit,Current,N/A,Decline,MOO Term
ziagen,Current,N/A,Decline,MOO Term
zidovudine,Current,N/A,Decline,MOO Term
zoladex,Current,N/A,Decline,MOO Term
zyprexa,Current,N/A,Decline,MOO Term
aggrenox,24 months,Stroke or TIA,Decline if stroke or TIA within 2 years,CFG Dignified Choice
amantadine hcl,36 months,Parkinson's,Decline,CFG Dignified Choice
ambisome,Ever,HIV Treatment likely,Decline,CFG Dignified Choice
anastrozole,Diagnosed or treated 24 months,Cancer,Decline if first fill within 2 years,CFG Dignified Choice
antabuse,Diagnosed or treated 36 months,Alcoholism,Decline,CFG Dignified Choice
aprepitant,Diagnosed or treated 24 months,Cancer induced nausea likely,Decline,CFG Dignified Choice
emend,Diagnosed or treated 24 months,Cancer induced nausea likely,Decline,CFG Dignified Choice
aptivus,Ever,HIV Treatment likely,Decline,CFG Dignified Choice
aranesp,36 months,Kidney Disease,Decline,CFG Dignified Choice
aricept,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
armasin,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
arimidex,Diagnosed or treated 24 months,Cancer,Decline if first fill within 2 years,CFG Dignified Choice
atamet,36 months,Parkinson's,Decline,CFG Dignified Choice
atgam,Ever,Organ/Tissue Transplant likely,Decline,CFG Dignified Choice
atripla,Ever,HIV Treatment likely,Decline,CFG Dignified Choice
avenox,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
avonex,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
rebif,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
baclofen,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
belimumab,36 months,Systemic Lupus likely,Decline,CFG Dignified Choice
benlysta,36 months,Systemic Lupus likely,Decline,CFG Dignified Choice
benlysta,36 months,Systemic Lupus likely,Decline,CFG Dignified Choice
betaseron,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
bidil,Ever,Congestive Heart Failure likely,Decline,CFG Dignified Choice
calcijex,36 months,Kidney Disease,Decline,CFG Dignified Choice
calcitriol,36 months,Kidney Disease,Decline,CFG Dignified Choice
calcium acetrate,36 months,Kidney Disease,Decline,CFG Dignified Choice
campath,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
campral,36 months,Substance Abuse,Decline,CFG Dignified Choice
carbidopa,36 months,Parkinsons,Decline,CFG Dignified Choice
carbidopa,36 months,Parkinson's likely,Decline,CFG Dignified Choice
carnitor,36 months,Kidney Disease,Decline,CFG Dignified Choice
carvedilol,Ever,Congestive Heart Failure possible,Decline if used for CHF,CFG Dignified Choice
casodex,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
chlorpromazine,36 months,Schizophrenia likely,Decline if used for Schizophrenia,CFG Dignified Choice
clopidogrel,24 months,Stroke or TIA,Decline if stroke or TIA within 2 years,CFG Dignified Choice
clozapine,"36 months diagnosed or treated
for schizophrenia",Schizophrenia,Decline,CFG Dignified Choice
clozaril,36 months,Schizophrenia,Decline,CFG Dignified Choice
cognex,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
combivir,Ever,HIV treatment likely,Decline,CFG Dignified Choice
copaxone,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
crofelemer,Ever,HIV treatment likely,Decline,CFG Dignified Choice
fulyzaq,Ever,HIV treatment likely,Decline,CFG Dignified Choice
cyclosporine,Ever,Organ Transplant,Decline,CFG Dignified Choice
cystagon,36 months,Kidney Disease,Decline,CFG Dignified Choice
cytogam,Ever,Organ Transplant,Decline,CFG Dignified Choice
lanoxin,Ever,Congestive Heart Failure likely,Decline if used for CHF,CFG Dignified Choice
digoxin,Ever,Congestive Heart Failure likely,Decline if used for CHF,CFG Dignified Choice
disufram,Diagnosed or treated 36 months,Alcoholism,Decline,CFG Dignified Choice
donepezil,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
dornase alpha,Ever,Cystic Fibrosis,Decline,CFG Dignified Choice
emend,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
emtriva,Ever,HIV treatment likely,Decline,CFG Dignified Choice
epivir,Ever,HIV treatment likely,Decline,CFG Dignified Choice
esylate,Ever,Pulmonary Fibrosis likely,Decline,CFG Dignified Choice
exelon,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
femara,Diagnosed or treated 24 months,Cancer,Decline if first fill within 2 years,CFG Dignified Choice
filgrastim,Diagnosed or treated 24 months,Cancer likely,Decline,CFG Dignified Choice
filgrastim,Diagnosed or treated 24 months,Cancer likely,Decline,CFG Dignified Choice
floscavir,Ever,HIV treatment likely,Decline,CFG Dignified Choice
flutamide,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
fosrenol,36 months,Kidney Disease,Decline,CFG Dignified Choice
furosemide,Ever or 36 months,CHF/Kidney Disease likely,Decline if used for CHF,CFG Dignified Choice
galantamine,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
ganciclovir,Ever,HIV Treatment likely,Decline,CFG Dignified Choice
gengraf,Ever,Organ Transplant,Decline,CFG Dignified Choice
geoden,36 months,Schizophrenia likely,Decline if used for Schizophrenia,CFG Dignified Choice
haldol,36 months,Schizophrenia likely,Decline,CFG Dignified Choice
halperidol,36 months,Schizophrenia likely,Decline if used for Schizophrenia,CFG Dignified Choice
halperidone,36 months,Schizophrenia likely,Decline if used for Schizophrenia,CFG Dignified Choice
hectoral,36 months,Kidney Disease,Decline,CFG Dignified Choice
hydrea,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
hydroxyurea,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
interferon,Diagnosed or treated 36 months,Hepatitis likely,Decline,CFG Dignified Choice
ribaviran,Diagnosed or treated 36 months,Hepatitis likely,Decline,CFG Dignified Choice
intron-a,24 or 36 months,Cancer or Hepatitis C,Decline,CFG Dignified Choice
invega,36 months,Schizophrenia likely,Decline if used for schizophrenia,CFG Dignified Choice
invirase,Ever,HIV treatment likely,Decline,CFG Dignified Choice
isosorbide & hydralazine,Ever,Congestive Heart Failure likely,Decline if used in combination,CFG Dignified Choice
lamivudine-zidovudine,Ever,HIV treatment likely,Decline,CFG Dignified Choice
lanoxin,Ever,Congestive Heart Failure possible,Decline if used for CHF,CFG Dignified Choice
laradopa,36 months,Parkinsons,Decline,CFG Dignified Choice
levodopa,36 months,Parkinsons,Decline,CFG Dignified Choice
lasix,Diagnosed or treated 36 months,Heart/Liver/Kidney disease likely,"Decline if used for CHF, liver or kidney
disease",CFG Dignified Choice
lexiva,Ever,HIV treatment likely,Decline,CFG Dignified Choice
lupton,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
marijuana,36 months,,"May be eligible for all plans depending
on reason prescribed",CFG Dignified Choice
mercaptopurine,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
methadone,Diagnosed or treated 36 months,Substance abuse possible,Decline,CFG Dignified Choice
namenda,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
narcan/naloxone/naltrexone,Diagnosed or treated 36 months,Alcohol/Drugs,Decline,CFG Dignified Choice
nitro-dur,24 months,Angina/chest pain,"Decline if used for chest pain/angina
in the last 24 months",CFG Dignified Choice
nitroquick,24 months,Angina/chest pain,"Decline if used for chest pain/angina
in the last 24 months",CFG Dignified Choice
navene,36 months,Schizophrenia likely,Decline,CFG Dignified Choice
nintedanib,Ever,Pulmonary Fibrosis likely,Decline,CFG Dignified Choice
nitrostat,24 months,Angina/chest pain,"Decline if used for chest pain/angina
in the last 24 months",CFG Dignified Choice
nitroglycerin,24 months,Angina/Chest pain,"Decline if used for chest pain/angina
in the last 24 months",CFG Dignified Choice
norvir,Ever,HIV treatment likely,Decline,CFG Dignified Choice
ofev,Ever,Pulmonary Fibrosis likely,Decline,CFG Dignified Choice
olanzapine,36 months,Schizophrenia possible,Decline if used for Schizophrenia,CFG Dignified Choice
ondansetron,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
peg-intron,36 months,Liver Disease,Decline,CFG Dignified Choice
pegasys,36 months,Liver Disease,Decline,CFG Dignified Choice
prograf,Ever,Organ Transplant,Decline,CFG Dignified Choice
pulmozyme,Ever,Cystic Fibrosis,Decline,CFG Dignified Choice
quetiapine,36 months,Schizophrenia possible,Decline if used for schizophrenia,CFG Dignified Choice
rapamune,Ever,Organ Transplant,Decline,CFG Dignified Choice
razadyne,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
rebif,36 months,Multiple Sclerosis,Decline,CFG Dignified Choice
reminyl,Ever,Alzheimers/Dementia,Decline,CFG Dignified Choice
renagel,36 months,Kidney Disease,Decline,CFG Dignified Choice
retrovir,Ever,HIV treatment likely,Decline,CFG Dignified Choice
ribapak,36 months,Liver disease,Decline,CFG Dignified Choice
ribasphere,36 months,Liver Disease,Decline,CFG Dignified Choice
ribaviran,Diagnosed or treated 36 months,Hepatitis C,Decline,CFG Dignified Choice
rilutek,Ever,ALS likely,Decline,CFG Dignified Choice
riluzole,Ever,ALS likely,Decline,CFG Dignified Choice
risperidone,36 months,Schizophrenia likely,Decline,CFG Dignified Choice
risperdal,36 months,Schizophrenia likely,Decline,CFG Dignified Choice
roferon,24 or 36 months,Cancer or Hepatitis C,Decline,CFG Dignified Choice
seroquel,36 months,Schizophrenia likely,Decline if used for schizophrenia,CFG Dignified Choice
spirivia,Ever,COPD likely,Decline,CFG Dignified Choice
spironolactone,Ever,Congestive Heart Failure possible,Decline if used for CHF,CFG Dignified Choice
stalevo,36 months,Parkinson's likely,Decline,CFG Dignified Choice
stelazine,36 months,Schizophrenia likely,Decline,CFG Dignified Choice
suboxone,Diagnosed or treated 36 months,Substance abuse possible,Decline,CFG Dignified Choice
sulfadiazine,36 months,Kidney Disease,Decline,CFG Dignified Choice
primasol,36 months,Kidney Disease,Decline,CFG Dignified Choice
sustiva,Ever,HIV treatment likely,Decline,CFG Dignified Choice
tamoxifen,Diagnosed or treated 24 months,Cancer,Decline if first fill within 2 years,CFG Dignified Choice
targretin,Diagnosed or treated 24 months,Cancer,Decline,CFG Dignified Choice
thorazine,36 months,Schizophrenia likely,Decline,CFG Dignified Choice
trilafon,36 months,Schizophrenia likely,Decline if used for Schizophrenia,CFG Dignified Choice
trizivir,Ever,HIV treatment likely,Decline,CFG Dignified Choice
truvada,Ever,HIV treatment likely,Decline,CFG Dignified Choice
viracept,Ever,HIV treatment likely,Decline,CFG Dignified Choice
viramune,Ever,HIV treatment likely,Decline,CFG Dignified Choice
viread,Ever,HIV treatment likely,Decline,CFG Dignified Choice
zyprexa,36 months,Schizophrenia possible,Decline if used for schizophrenia,CFG Dignified Choice
abilify,N/A,Psychotic Disorder,Level,Foresters PlanRight
abraxane,3 years,Cancer,Modified,Foresters PlanRight
abraxane,Current Use,Cancer,No Coverage,Foresters PlanRight
accupril,N/A,Hypertension,Level,Foresters PlanRight
accupril,N/A,CHF,No Coverage,Foresters PlanRight
accuretic,N/A,Hypertension,Level,Foresters PlanRight
accuretic,N/A,CHF,No Coverage,Foresters PlanRight
acebutolol hcl,N/A,Hypertension,Level,Foresters PlanRight
acebutolol hcl,N/A,CHF,No Coverage,Foresters PlanRight
aceon,N/A,Hypertension,Level,Foresters PlanRight
aceon,N/A,CHF,No Coverage,Foresters PlanRight
acetyl l-carnitine,N/A,Alzheimer’s,No Coverage,Foresters PlanRight
acetyl l-carnitine,N/A,Dementia,No Coverage,Foresters PlanRight
actiq,3 years,Cancer Pain,Modified,Foresters PlanRight
actiq,N/A,Severe Pain,Level,Foresters PlanRight
activase,2 years,Stroke,Modified,Foresters PlanRight
activase,2 years,TIA,Modified,Foresters PlanRight
activase,4 years,Heart Attack,Modified,Foresters PlanRight
actoplus,N/A,Diabetes,Level,Foresters PlanRight
actoplus,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
actos,N/A,Diabetes,Level,Foresters PlanRight
actos,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
adalat,N/A,Hypertension,Level,Foresters PlanRight
adriamycin,3 years,Cancer,Modified,Foresters PlanRight
adriamycin,Current Use,Cancer,No Coverage,Foresters PlanRight
adrucil,3 years,Cancer,Modified,Foresters PlanRight
adrucil,Current Use,Cancer,No Coverage,Foresters PlanRight
advair,N/A,Asthma,Level,Foresters PlanRight
advair,N/A,COPD / Emphysema,Graded,Foresters PlanRight
afinitor,3 years,Cancer,Modified,Foresters PlanRight
afinitor,Current Use,Cancer,No Coverage,Foresters PlanRight
agenerase,N/A,AIDS,No Coverage,Foresters PlanRight
aggrastat,2 years,Heart Attack,Modified,Foresters PlanRight
aggrenox,First Fill <2years,Stroke,Modified,Foresters PlanRight
aggrenox,First Fill >2 years,TIA,Level,Foresters PlanRight
agrylin,3 years,Cancer,Modified,Foresters PlanRight
agrylin,Current Use,Cancer,No Coverage,Foresters PlanRight
akineton,N/A,Parkinson’s,Graded,Foresters PlanRight
akineton,N/A,Other Use,Level,Foresters PlanRight
albuterol,N/A,Asthma,Level,Foresters PlanRight
albuterol,N/A,COPD,Graded,Foresters PlanRight
aldactazide,N/A,Hypertension,Level,Foresters PlanRight
aldactazide,N/A,CHF,No Coverage,Foresters PlanRight
aldactone,N/A,Hypertension,Level,Foresters PlanRight
aldactone,N/A,CHF,No Coverage,Foresters PlanRight
aldomat,N/A,Hypertension,Level,Foresters PlanRight
alimta,3 years,Cancer,Modified,Foresters PlanRight
alimta,Current Use,Cancer,No Coverage,Foresters PlanRight
alkeran,3 years,Cancer,Modified,Foresters PlanRight
alkeran,Current Use,Cancer,No Coverage,Foresters PlanRight
allopurinol,N/A,Gout,Level,Foresters PlanRight
aloxi,3 years,Cancer,Modified,Foresters PlanRight
aloxi,Current Use,Cancer,No Coverage,Foresters PlanRight
alprazolam,N/A,Anxiety Disorder,Level,Foresters PlanRight
altace,N/A,Hypertension,Level,Foresters PlanRight
altace,N/A,CHF,No Coverage,Foresters PlanRight
amantadine hcl,N/A,Parkinson’s,Graded,Foresters PlanRight
amaryl,N/A,Diabetes,Level,Foresters PlanRight
amaryl,2 years,Diabetic Nephropathy/Neuropathy,Modified,Foresters PlanRight
ambisome,N/A,AIDS,No Coverage,Foresters PlanRight
amifostine,3 years,Cancer,Modified,Foresters PlanRight
amifostine,Current Use,Cancer,No Coverage,Foresters PlanRight
amiloride hcl,N/A,Hypertension,Level,Foresters PlanRight
amiloride hcl,N/A,CHF,No Coverage,Foresters PlanRight
amlodipine besylate/benaz,N/A,Hypertension,Level,Foresters PlanRight
amlodipine besylate/benaz,N/A,CHF,No Coverage,Foresters PlanRight
amyl nitrate,2 years,Angina,Modified,Foresters PlanRight
amyl nitrate,N/A,CHF,No Coverage,Foresters PlanRight
anagrelide hcl,3 years,Cancer,Modified,Foresters PlanRight
anagrelide hcl,Current Use,Cancer,No Coverage,Foresters PlanRight
angiomax,2 years,Circulatory Surgery,Modified,Foresters PlanRight
antabuse,2 years,Alcohol / Drugs,Modified,Foresters PlanRight
anastrozole,First Fill <3years,Cancer,Modified,Foresters PlanRight
anastrozole,First Fill >3 years,Cancer,Level,Foresters PlanRight
anoro ellipta,N/A,COPD,Graded,Foresters PlanRight
anzemet,3 years,Cancer,Modified,Foresters PlanRight
anzemet,Current Use,Cancer,No Coverage,Foresters PlanRight
aptivus,N/A,AIDS,No Coverage,Foresters PlanRight
apokyn,N/A,Parkinson’s,Graded,Foresters PlanRight
apresoline,N/A,Hypertension,Level,Foresters PlanRight
apresoline,N/A,CHF,No Coverage,Foresters PlanRight
aranesp,1 year,Kidney Dialysis,No Coverage,Foresters PlanRight
aranesp,N/A,Kidney Disease/Failure,Graded,Foresters PlanRight
aranesp,2 years,Diabetic Nephropathy,Modified,Foresters PlanRight
arcapta neohaler,N/A,COPD,Graded,Foresters PlanRight
aredia,3 years,Cancer,Modified,Foresters PlanRight
aredia,Current Use,Cancer,No Coverage,Foresters PlanRight
argatroban,2 years,Circulatory Surgery,Modified,Foresters PlanRight
aricept,N/A,Alzheimer’s,No Coverage,Foresters PlanRight
aricept,N/A,Dementia,No Coverage,Foresters PlanRight
arimidex,First Fill <3years,Cancer,Modified,Foresters PlanRight
arimidex,First Fill >3 years,Cancer,Level,Foresters PlanRight
aromasin,First Fill <3years,Cancer,Modified,Foresters PlanRight
aromasin,First Fill >3 years,Cancer,Level,Foresters PlanRight
arranon,3 years,Cancer,Modified,Foresters PlanRight
arranon,Current Use,Cancer,No Coverage,Foresters PlanRight
arsenic trioxide,3 years,Cancer,Modified,Foresters PlanRight
arsenic trioxide,Current Use,Cancer,No Coverage,Foresters PlanRight
arzerra,3 years,Cancer,Modified,Foresters PlanRight
arzerra,Current Use,Cancer,No Coverage,Foresters PlanRight
atacand,N/A,Hypertension,Level,Foresters PlanRight
